censustract,state_x,county,urban,pop2010,ohu2010,groupquartersflag,numgqtrs,pctgqtrs,lilatracts_1and10,lilatracts_halfand10,lilatracts_1and20,lilatracts_vehicle,hunvflag,lowincometracts,povertyrate,medianfamilyincome,la1and10,lahalfand10,la1and20,latracts_half,latracts1,latractsvehicle_20,lapop1_10,lapop05_10,lapop1_20,lalowi1_10,lalowi05_10,lalowi1_20,lapophalf,lapophalfshare,lalowihalf,lalowihalfshare,lakidshalf,lakidshalfshare,laseniorshalf,laseniorshalfshare,lawhitehalf,lawhitehalfshare,lablackhalf,lablackhalfshare,laasianhalf,laasianhalfshare,lanhopihalf,lanhopihalfshare,laaianhalf,laaianhalfshare,laomultirhalf,laomultirhalfshare,lahisphalf,lahisphalfshare,lahunvhalf,lahunvhalfshare,lasnaphalf,lasnaphalfshare,lapop1,lapop1share,lalowi1,lalowi1share,lakids1,lakids1share,laseniors1,laseniors1share,lawhite1,lawhite1share,lablack1,lablack1share,laasian1,laasian1share,lanhopi1,lanhopi1share,laaian1,laaian1share,laomultir1,laomultir1share,lahisp1,lahisp1share,lahunv1,lahunv1share,lasnap1,lasnap1share,tractlowi,tractkids,tractseniors,tractwhite,tractblack,tractasian,tractnhopi,tractaian,tractomultir,tracthispanic,tracthunv,tractsnap,locationname,all teeth lost among adults aged >=65 years,arthritis among adults aged >=18 years,binge drinking among adults aged >=18 years,cancer (excluding skin cancer) among adults aged >=18 years,cervical cancer screening among adult women aged 21-65 years,cholesterol screening among adults aged >=18 years,chronic kidney disease among adults aged >=18 years,chronic obstructive pulmonary disease among adults aged >=18 years,coronary heart disease among adults aged >=18 years,current asthma among adults aged >=18 years,current lack of health insurance among adults aged 18-64 years,current smoking among adults aged >=18 years,diagnosed diabetes among adults aged >=18 years,"fecal occult blood test, sigmoidoscopy, or colonoscopy among adults aged 50-75 years",high blood pressure among adults aged >=18 years,high cholesterol among adults aged >=18 years who have been screened in the past 5 years,mammography use among women aged 50-74 years,mental health not good for >=14 days among adults aged >=18 years,no leisure-time physical activity among adults aged >=18 years,obesity among adults aged >=18 years,"older adult men aged >=65 years who are up to date on a core set of clinical preventive services: flu shot past year, ppv shot ever, colorectal cancer screening","older adult women aged >=65 years who are up to date on a core set of clinical preventive services: flu shot past year, ppv shot ever, colorectal cancer screening, and mammogram past 2 years",physical health not good for >=14 days among adults aged >=18 years,sleeping less than 7 hours among adults aged >=18 years,stroke among adults aged >=18 years,taking medicine for high blood pressure control among adults aged >=18 years with high blood pressure,visits to dentist or dental clinic among adults aged >=18 years,visits to doctor for routine checkup within the past year among adults aged >=18 years,state_y,fips,mrfei,str_fips,geoid,coords
17031010100,Illinois,Cook County,1,4854,2302,0,218.0,4.49,0,1,0,1,1,1,35.8,62177.0,0,1,0,1,0,1,,1085.0,,,259.0,,1085.0,22.36,259.0,5.33,137.0,2.83,91.0,1.87,633.0,13.05,318.0,6.54,51.0,1.05,0.0,0.0,3.0,0.06,81.0,1.66,116.0,2.4,277.0,12.03,109.0,4.73,,,,,,,,,,,,,,,,,,,,,,,,,,,2035.0,1058.0,277.0,1810.0,2437.0,150.0,1.0,33.0,423.0,616.0,1162.0,433.0,17031010100,12.5,20.2,20.4,4.7,82.9,82.2,2.8,6.0,4.8,10.8,16.6,18.6,10.3,59.0,31.9,28.2,82.0,13.7,24.4,34.9,26.8,25.4,11.9,39.8,3.2,70.3,60.4,76.0,IL,17031010100.0,7.6923076923076925,17031010100,17031010100,"[(-87.677199, 42.022942), (-87.670073, 42.022968999999996), (-87.66606061669002, 42.0229300841594), (-87.66592531555361, 42.022642385085696), (-87.66434321854591, 42.0192782755457), (-87.66824299999999, 42.019214), (-87.66949799999999, 42.019363999999996), (-87.67133, 42.019374), (-87.67331, 42.019386999999995), (-87.677104, 42.022552), (-87.677199, 42.022942)]"
17031010201,Illinois,Cook County,1,6450,2463,0,163.0,2.53,0,0,0,0,0,1,36.8,47411.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3776.0,1704.0,314.0,2312.0,2350.0,299.0,6.0,48.0,1435.0,2049.0,751.0,851.0,17031010201,16.6,19.7,20.6,4.2,79.9,79.6,3.0,6.9,5.2,11.0,24.4,22.7,11.1,53.3,30.2,27.8,80.2,15.7,29.6,36.4,24.2,22.9,14.0,41.2,3.3,67.5,52.7,73.4,,,,,17031010201,"[(-87.684653, 42.019484999999996), (-87.680448, 42.019447), (-87.67685499999999, 42.019411), (-87.67653899999999, 42.017900000000004), (-87.676018, 42.015679), (-87.67567799999999, 42.012617), (-87.68027, 42.012536), (-87.682683, 42.012496999999996), (-87.683086, 42.012322999999995), (-87.68368799999999, 42.014035), (-87.684083, 42.015150999999996), (-87.684653, 42.019484999999996)]"
17031010202,Illinois,Cook County,1,2818,1115,0,315.0,11.18,0,0,0,0,0,1,18.5,51719.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1476.0,623.0,309.0,1237.0,953.0,143.0,1.0,18.0,466.0,789.0,464.0,232.0,17031010202,15.6,22.6,20.4,5.6,81.5,82.5,3.3,7.4,6.2,10.4,22.2,20.1,11.9,58.7,32.9,30.4,79.6,13.9,27.9,34.3,27.3,24.1,13.6,39.1,3.8,72.4,57.3,75.0,,,,,17031010202,"[(-87.67685499999999, 42.019411), (-87.673388, 42.019380999999996), (-87.67331, 42.019386999999995), (-87.67133, 42.019374), (-87.67036399999999, 42.018358), (-87.670329, 42.017056), (-87.670312, 42.015994), (-87.670198, 42.012713999999995), (-87.67567799999999, 42.012617), (-87.676018, 42.015679), (-87.67653899999999, 42.017900000000004), (-87.67685499999999, 42.019411)]"
17031010300,Illinois,Cook County,1,6236,2826,0,791.0,12.68,0,1,0,1,1,1,16.1,66875.0,0,1,0,1,0,1,,1920.0,,,678.0,,1920.0,30.79,678.0,10.87,212.0,3.41,292.0,4.69,1183.0,18.96,521.0,8.36,59.0,0.95,3.0,0.04,6.0,0.1,147.0,2.37,204.0,3.27,315.0,11.14,137.0,4.86,,,,,,,,,,,,,,,,,,,,,,,,,,,2117.0,951.0,884.0,3267.0,1722.0,346.0,16.0,21.0,864.0,1169.0,993.0,470.0,17031010300,13.1,22.6,20.8,6.3,82.4,83.0,3.1,6.7,6.1,9.7,17.9,17.4,10.4,62.1,32.5,31.0,78.9,12.4,24.8,31.1,29.9,24.8,12.0,36.6,3.5,73.3,62.8,75.4,IL,17031010300.0,10.256410256410257,17031010300,17031010300,"[(-87.67133, 42.019374), (-87.66949799999999, 42.019363999999996), (-87.66824299999999, 42.019214), (-87.66434321854591, 42.0192782755457), (-87.6633644216982, 42.017196999999996), (-87.6623570669287, 42.015055), (-87.66132547261809, 42.0128614579828), (-87.66345299999999, 42.01283), (-87.66592399999999, 42.012786999999996), (-87.666294, 42.01278), (-87.670198, 42.012713999999995), (-87.670312, 42.015994), (-87.670329, 42.017056), (-87.67036399999999, 42.018358), (-87.67133, 42.019374)]"
17031010400,Illinois,Cook County,1,5042,2098,0,1349.0,26.76,0,0,0,0,0,1,19.1,59861.0,0,0,0,0,0,0,,5.0,,,2.0,,5.0,0.1,2.0,0.03,1.0,0.02,0.0,0.0,3.0,0.06,1.0,0.03,1.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.06,0.0,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,1322.0,419.0,263.0,3341.0,729.0,562.0,5.0,17.0,388.0,480.0,655.0,277.0,17031010400,9.1,13.0,25.2,3.4,76.9,74.7,1.7,4.0,3.0,9.9,13.5,14.0,5.5,61.6,19.5,21.5,80.0,14.0,17.8,24.4,30.7,27.4,8.2,34.7,1.7,62.2,68.7,71.8,IL,17031010400.0,8.16326530612245,17031010400,17031010400,"[(-87.66345299999999, 42.01283), (-87.66132547261809, 42.0128614579828), (-87.661084, 42.012347999999996), (-87.6583262575682, 42.0080207256299), (-87.657656, 42.006969), (-87.6568985961032, 42.0042211832155), (-87.6567953783635, 42.0038467153274), (-87.656296, 42.002035), (-87.65597770348259, 42.000227906119896), (-87.6556261500996, 41.998232), (-87.660553, 41.998188999999996), (-87.66071199999999, 42.000439), (-87.660783, 42.002551), (-87.660848, 42.004532), (-87.660851, 42.004616999999996), (-87.66089, 42.005386), (-87.661295, 42.006766999999996), (-87.661692, 42.007979), (-87.662089, 42.009183), (-87.66248499999999, 42.010400999999995), (-87.66294599999999, 42.011762), (-87.66345299999999, 42.01283)]"
17031010501,Illinois,Cook County,1,4091,2293,0,7.0,0.17,0,0,0,0,0,1,20.7,50266.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1894.0,562.0,392.0,2018.0,1300.0,383.0,5.0,23.0,362.0,506.0,1132.0,466.0,17031010501,9.5,17.4,22.5,4.8,81.4,80.9,2.4,4.7,4.4,9.4,15.0,15.4,8.0,62.6,27.0,26.2,80.7,12.1,20.5,29.7,30.9,26.9,9.6,36.8,2.5,68.3,65.2,74.0,,,,,17031010501,"[(-87.66592399999999, 42.012786999999996), (-87.66345299999999, 42.01283), (-87.66294599999999, 42.011762), (-87.66248499999999, 42.010400999999995), (-87.662089, 42.009183), (-87.661692, 42.007979), (-87.661295, 42.006766999999996), (-87.661869, 42.006141), (-87.665697, 42.006696), (-87.665737, 42.007915), (-87.665779, 42.009128), (-87.665818, 42.010345), (-87.66592399999999, 42.012786999999996)]"
17031010502,Illinois,Cook County,1,3101,1684,0,3.0,0.1,0,0,0,0,0,1,30.0,37500.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1356.0,376.0,106.0,1820.0,776.0,239.0,1.0,31.0,234.0,340.0,751.0,180.0,17031010502,10.5,15.0,24.8,3.5,78.2,77.6,2.1,4.7,3.6,10.0,15.4,17.5,7.0,58.8,22.6,23.1,81.2,14.1,20.5,29.9,28.1,27.3,9.8,37.4,2.1,62.2,62.7,71.5,,,,,17031010502,"[(-87.665735, 42.005462), (-87.665697, 42.006696), (-87.661869, 42.006141), (-87.661295, 42.006766999999996), (-87.66089, 42.005386), (-87.660851, 42.004616999999996), (-87.660848, 42.004532), (-87.660783, 42.002551), (-87.665644, 42.002421), (-87.66568099999999, 42.003623999999995), (-87.665705, 42.004459), (-87.665735, 42.005462)]"
17031010503,Illinois,Cook County,1,2290,1184,0,163.0,7.12,0,0,0,0,0,1,48.0,43654.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1135.0,142.0,535.0,1452.0,303.0,331.0,2.0,19.0,183.0,245.0,494.0,296.0,17031010503,18.3,24.5,18.7,6.2,66.0,75.5,4.0,9.1,8.9,10.9,19.8,19.6,13.7,56.8,32.5,32.8,76.7,16.5,30.1,29.4,24.8,21.3,15.0,36.4,4.6,76.5,53.3,75.3,,,,,17031010503,"[(-87.665644, 42.002421), (-87.660783, 42.002551), (-87.66071199999999, 42.000439), (-87.660553, 41.998188999999996), (-87.665436, 41.998135999999995), (-87.665596, 42.00083), (-87.665644, 42.002421)]"
17031010600,Illinois,Cook County,1,6097,2943,0,175.0,2.87,0,0,0,0,0,1,24.4,87545.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2329.0,980.0,396.0,3459.0,1542.0,329.0,1.0,33.0,733.0,1153.0,1263.0,365.0,17031010600,10.3,17.2,23.7,4.4,81.9,80.8,2.3,5.0,4.3,9.6,16.0,16.9,8.1,60.8,25.7,26.0,81.1,12.9,21.1,30.4,28.9,26.4,10.1,36.9,2.5,66.6,64.2,72.8,IL,17031010600.0,7.246376811594203,17031010600,17031010600,"[(-87.670593, 42.005373999999996), (-87.66994799999999, 42.005385), (-87.670035, 42.007839), (-87.670073, 42.009049), (-87.67011699999999, 42.010273999999995), (-87.670159, 42.011489999999995), (-87.670198, 42.012713999999995), (-87.666294, 42.01278), (-87.66592399999999, 42.012786999999996), (-87.665818, 42.010345), (-87.665779, 42.009128), (-87.665737, 42.007915), (-87.665697, 42.006696), (-87.665735, 42.005462), (-87.665705, 42.004459), (-87.66568099999999, 42.003623999999995), (-87.665644, 42.002421), (-87.665596, 42.00083), (-87.665436, 41.998135999999995), (-87.667962, 41.998109), (-87.668111, 42.003586999999996), (-87.670543, 42.003549), (-87.670593, 42.005373999999996)]"
17031010701,Illinois,Cook County,1,3864,1535,0,0.0,0.0,0,0,0,0,0,1,20.8,72500.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1593.0,962.0,240.0,2125.0,761.0,204.0,2.0,15.0,757.0,1463.0,285.0,273.0,17031010701,11.8,18.9,21.8,4.7,82.7,81.8,2.6,5.7,4.8,9.5,20.6,18.0,9.5,57.9,27.5,28.2,79.1,12.9,24.8,32.5,27.9,26.4,11.7,37.3,2.8,67.6,60.9,72.9,,,,,17031010701,"[(-87.682683, 42.012496999999996), (-87.68027, 42.012536), (-87.67567799999999, 42.012617), (-87.675406, 42.011393999999996), (-87.675328, 42.008962), (-87.675294, 42.007138999999995), (-87.67522699999999, 42.005302), (-87.680171, 42.005206), (-87.681161, 42.007349999999995), (-87.68184199999999, 42.008845), (-87.682323, 42.010157), (-87.683086, 42.012322999999995), (-87.682683, 42.012496999999996)]"
17031010702,Illinois,Cook County,1,5143,1912,0,60.0,1.17,0,0,0,0,0,1,24.2,49440.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2640.0,1363.0,167.0,2381.0,1155.0,323.0,3.0,36.0,1245.0,2423.0,698.0,406.0,17031010702,15.3,16.2,22.6,3.5,79.9,77.6,2.5,5.5,4.3,9.9,25.1,20.1,9.3,52.4,26.4,25.8,80.0,14.8,27.2,33.8,24.7,24.6,12.4,39.1,2.6,63.8,55.1,70.7,,,,,17031010702,"[(-87.67567799999999, 42.012617), (-87.670198, 42.012713999999995), (-87.670159, 42.011489999999995), (-87.67011699999999, 42.010273999999995), (-87.670073, 42.009049), (-87.670035, 42.007839), (-87.66994799999999, 42.005385), (-87.670593, 42.005373999999996), (-87.674025, 42.005319), (-87.67522699999999, 42.005302), (-87.675294, 42.007138999999995), (-87.675328, 42.008962), (-87.675406, 42.011393999999996), (-87.67567799999999, 42.012617)]"
17031020100,Illinois,Cook County,1,3965,1508,0,48.0,1.21,0,0,0,0,0,1,14.2,65982.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1505.0,1000.0,352.0,1529.0,1182.0,608.0,4.0,28.0,614.0,952.0,250.0,250.0,17031020100,11.0,19.6,20.1,5.3,82.4,82.3,2.6,5.6,4.8,9.4,18.8,16.4,9.8,60.6,31.7,30.5,78.8,11.9,24.3,29.4,30.3,27.1,10.9,37.5,2.9,72.0,63.7,75.3,IL,17031020100.0,0,17031020100,17031020100,"[(-87.690203, 42.016818), (-87.690197, 42.017437), (-87.690174, 42.019528), (-87.684653, 42.019484999999996), (-87.684083, 42.015150999999996), (-87.68368799999999, 42.014035), (-87.683086, 42.012322999999995), (-87.690247, 42.01228), (-87.690203, 42.016818)]"
17031020200,Illinois,Cook County,1,6676,2054,0,118.0,1.77,0,0,0,0,0,0,13.5,71300.0,0,0,0,0,0,0,,285.0,,,18.0,,285.0,4.27,18.0,0.26,112.0,1.67,30.0,0.45,228.0,3.41,11.0,0.17,33.0,0.49,0.0,0.0,0.0,0.0,13.0,0.19,21.0,0.31,1.0,0.03,14.0,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,2080.0,1865.0,838.0,4069.0,618.0,1394.0,1.0,8.0,586.0,943.0,91.0,352.0,17031020200,10.6,22.6,18.7,6.4,79.0,85.3,2.9,6.5,6.2,8.9,15.9,15.6,10.8,60.4,29.8,32.3,77.9,11.3,24.0,26.5,31.0,27.5,11.5,34.8,3.2,74.8,65.5,75.9,IL,17031020200.0,3.4482758620689653,17031020200,17031020200,"[(-87.70874599999999, 42.0155), (-87.70866199999999, 42.019144), (-87.701943, 42.019278), (-87.69959, 42.019326), (-87.696449, 42.019394999999996), (-87.694879, 42.019428999999995), (-87.690174, 42.019528), (-87.690197, 42.017437), (-87.690203, 42.016818), (-87.690247, 42.01228), (-87.694986, 42.012176), (-87.697351, 42.012122999999995), (-87.699719, 42.012068), (-87.704453, 42.011964), (-87.709057, 42.011860999999996), (-87.70874599999999, 42.0155)]"
17031020301,Illinois,Cook County,1,4750,1969,0,2.0,0.04,0,0,0,0,0,0,13.6,72461.0,0,1,0,1,0,0,,1862.0,,,532.0,,1862.0,39.21,532.0,11.2,705.0,14.84,235.0,4.95,1640.0,34.52,35.0,0.74,83.0,1.76,0.0,0.0,4.0,0.08,100.0,2.11,183.0,3.85,26.0,1.3,75.0,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1916.0,1228.0,1233.0,3965.0,106.0,470.0,0.0,15.0,194.0,289.0,346.0,276.0,17031020301,9.8,28.5,17.4,10.0,81.2,87.3,3.6,7.3,8.4,8.5,12.8,12.3,10.3,65.9,33.8,35.0,77.2,9.8,22.7,24.0,34.1,26.5,11.2,30.2,4.0,80.0,70.4,78.8,,,,,17031020301,"[(-87.709289, 42.006747), (-87.709057, 42.011860999999996), (-87.704453, 42.011964), (-87.699719, 42.012068), (-87.699759, 42.009363), (-87.699829, 42.004850999999995), (-87.70460299999999, 42.004754), (-87.70460399999999, 42.002933), (-87.70584, 42.001098), (-87.705799, 41.999277), (-87.708237, 41.999232), (-87.709362, 41.999213), (-87.709289, 42.006747)]"
17031020302,Illinois,Cook County,1,4650,1630,0,369.0,7.94,0,1,0,0,0,1,22.8,95125.0,0,1,0,1,0,0,,1663.0,,,574.0,,1663.0,35.76,574.0,12.35,422.0,9.08,244.0,5.25,1244.0,26.75,105.0,2.25,206.0,4.42,0.0,0.0,4.0,0.08,105.0,2.25,242.0,5.2,93.0,5.69,79.0,4.83,,,,,,,,,,,,,,,,,,,,,,,,,,,1721.0,1103.0,685.0,3051.0,462.0,504.0,0.0,12.0,621.0,952.0,277.0,233.0,17031020302,10.5,23.7,19.4,7.0,81.7,86.0,3.1,6.6,6.5,9.0,15.4,15.0,10.3,62.4,29.5,31.6,79.1,11.3,23.4,28.5,31.5,26.5,11.6,34.0,3.3,74.8,66.5,76.0,,,,,17031020302,"[(-87.699759, 42.009363), (-87.699719, 42.012068), (-87.697351, 42.012122999999995), (-87.694986, 42.012176), (-87.690247, 42.01228), (-87.69018899999999, 42.009817), (-87.690123, 42.007157), (-87.69007099999999, 42.005033), (-87.693722, 42.004971999999995), (-87.697384, 42.004892999999996), (-87.699829, 42.004850999999995), (-87.699759, 42.009363)]"
17031020400,Illinois,Cook County,1,4168,1688,0,15.0,0.36,0,0,0,0,0,0,17.9,75179.0,0,1,0,1,0,0,,818.0,,,330.0,,818.0,19.63,330.0,7.93,182.0,4.36,78.0,1.87,463.0,11.11,95.0,2.27,101.0,2.43,0.0,0.0,9.0,0.23,150.0,3.59,236.0,5.67,52.0,3.07,35.0,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,1463.0,1016.0,409.0,2266.0,718.0,530.0,0.0,27.0,627.0,987.0,200.0,162.0,17031020400,10.6,20.8,20.4,5.7,81.7,84.3,2.7,6.0,5.4,9.1,17.5,16.3,9.8,60.2,29.4,30.6,78.8,11.6,23.7,29.5,30.4,26.9,11.2,35.8,2.9,71.8,64.7,74.8,IL,17031020400.0,3.225806451612903,17031020400,17031020400,"[(-87.690247, 42.01228), (-87.683086, 42.012322999999995), (-87.682323, 42.010157), (-87.68184199999999, 42.008845), (-87.681161, 42.007349999999995), (-87.680171, 42.005206), (-87.69007099999999, 42.005033), (-87.690123, 42.007157), (-87.69018899999999, 42.009817), (-87.690247, 42.01228)]"
17031020500,Illinois,Cook County,1,6214,2077,0,241.0,3.88,0,0,0,0,0,1,26.3,46250.0,0,0,0,0,0,0,,38.0,,,24.0,,38.0,0.61,24.0,0.39,12.0,0.19,2.0,0.03,12.0,0.2,5.0,0.07,14.0,0.22,0.0,0.0,1.0,0.02,7.0,0.11,10.0,0.16,2.0,0.11,3.0,0.14,,,,,,,,,,,,,,,,,,,,,,,,,,,3553.0,1592.0,641.0,2167.0,1221.0,1684.0,1.0,54.0,1087.0,1528.0,354.0,593.0,17031020500,18.1,21.5,17.5,5.1,74.0,78.7,3.3,7.6,6.7,9.9,24.9,21.2,12.7,52.8,32.1,31.8,77.4,14.2,31.5,30.4,25.3,22.4,14.3,39.4,3.8,72.3,52.0,73.9,IL,17031020500.0,3.389830508474576,17031020500,17031020500,"[(-87.69007099999999, 42.005033), (-87.680171, 42.005206), (-87.677938, 42.000357), (-87.67683699999999, 41.997959), (-87.678647, 41.997926), (-87.68257299999999, 41.997854), (-87.68379499999999, 41.997831999999995), (-87.686229, 41.997794), (-87.689883, 41.99773), (-87.68994599999999, 42.000144), (-87.689977, 42.001368), (-87.69007099999999, 42.005033)]"
17031020601,Illinois,Cook County,1,6353,1990,0,32.0,0.5,0,0,0,0,0,1,24.3,48393.0,0,0,0,0,0,0,,335.0,,,116.0,,335.0,5.28,116.0,1.83,101.0,1.59,36.0,0.57,260.0,4.09,11.0,0.17,36.0,0.57,0.0,0.0,2.0,0.02,27.0,0.42,55.0,0.87,11.0,0.55,35.0,1.73,,,,,,,,,,,,,,,,,,,,,,,,,,,3183.0,1876.0,584.0,3908.0,304.0,1317.0,1.0,38.0,785.0,1010.0,429.0,616.0,17031020601,14.7,21.6,19.8,5.4,75.3,80.2,2.9,7.4,6.3,9.6,20.0,19.9,10.6,55.8,28.7,31.0,76.9,13.9,27.4,28.3,28.1,24.4,13.3,36.9,3.3,71.6,57.9,72.9,,,,,17031020601,"[(-87.708237, 41.999232), (-87.705799, 41.999277), (-87.70584, 42.001098), (-87.70460399999999, 42.002933), (-87.70460299999999, 42.004754), (-87.699829, 42.004850999999995), (-87.697384, 42.004892999999996), (-87.69729799999999, 42.001238), (-87.697205, 41.997602), (-87.699642, 41.997561), (-87.70085999999999, 41.997538999999996), (-87.70451399999999, 41.997476), (-87.708162, 41.997409999999995), (-87.708237, 41.999232)]"
17031020602,Illinois,Cook County,1,4340,1397,0,13.0,0.3,0,1,0,0,0,1,22.0,49750.0,0,1,0,1,0,0,,878.0,,,388.0,,878.0,20.24,388.0,8.93,214.0,4.93,98.0,2.27,489.0,11.28,69.0,1.59,163.0,3.75,0.0,0.0,5.0,0.11,152.0,3.51,188.0,4.32,29.0,2.1,56.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2696.0,1117.0,435.0,2084.0,326.0,1215.0,5.0,11.0,699.0,1139.0,283.0,251.0,17031020602,13.1,21.2,18.2,5.3,75.7,82.0,3.0,6.7,6.3,8.9,20.0,17.7,11.5,55.5,29.2,31.4,77.6,12.5,27.5,28.2,27.9,25.2,12.6,37.1,3.2,72.8,58.6,74.0,,,,,17031020602,"[(-87.697384, 42.004892999999996), (-87.693722, 42.004971999999995), (-87.69007099999999, 42.005033), (-87.689977, 42.001368), (-87.68994599999999, 42.000144), (-87.689883, 41.99773), (-87.69354299999999, 41.997668), (-87.69476499999999, 41.997645999999996), (-87.697205, 41.997602), (-87.69729799999999, 42.001238), (-87.697384, 42.004892999999996)]"
17031020701,Illinois,Cook County,1,1704,648,0,0.0,0.0,0,0,0,0,0,0,6.6,107426.0,0,1,0,1,0,0,,803.0,,,219.0,,803.0,47.12,219.0,12.87,189.0,11.06,125.0,7.35,547.0,32.1,21.0,1.22,166.0,9.74,0.0,0.0,2.0,0.12,67.0,3.93,90.0,5.31,8.0,1.25,28.0,4.26,,,,,,,,,,,,,,,,,,,,,,,,,,,464.0,385.0,281.0,1088.0,42.0,418.0,0.0,7.0,149.0,227.0,16.0,57.0,17031020701,7.9,22.9,18.9,7.0,80.6,86.7,2.8,5.8,6.0,8.2,13.3,13.5,10.2,64.1,29.5,33.1,77.6,9.8,21.7,25.2,33.6,29.3,10.2,33.3,2.9,75.5,69.9,76.5,,,,,17031020701,"[(-87.709165, 41.990384), (-87.70425399999999, 41.990415), (-87.70304, 41.990423), (-87.69940299999999, 41.990443), (-87.69927799999999, 41.986757), (-87.699238, 41.985544999999995), (-87.699157, 41.983121), (-87.70401199999999, 41.983098), (-87.70582, 41.983087999999995), (-87.706982, 41.98308), (-87.709165, 41.990384)]"
17031020702,Illinois,Cook County,1,7194,2312,0,141.0,1.96,0,0,0,0,0,1,22.1,46625.0,0,0,0,0,0,0,,0.0,,,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3628.0,1799.0,881.0,3618.0,556.0,2090.0,0.0,32.0,898.0,1174.0,256.0,675.0,17031020702,16.0,22.8,18.0,5.8,73.8,80.9,3.2,7.8,7.1,9.3,21.5,20.4,12.2,54.7,30.3,32.2,76.5,13.6,29.9,28.0,26.9,23.5,13.8,37.9,3.7,73.2,55.5,74.0,,,,,17031020702,"[(-87.71068, 41.997366), (-87.709344, 41.997389), (-87.709362, 41.999213), (-87.708237, 41.999232), (-87.708162, 41.997409999999995), (-87.70451399999999, 41.997476), (-87.70085999999999, 41.997538999999996), (-87.699642, 41.997561), (-87.699516, 41.993978), (-87.69940299999999, 41.990443), (-87.70304, 41.990423), (-87.70425399999999, 41.990415), (-87.709165, 41.990384), (-87.709599, 41.991749999999996), (-87.71068, 41.997366)]"
17031020801,Illinois,Cook County,1,5458,2017,0,2.0,0.04,0,0,0,0,0,1,16.5,54688.0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2314.0,1241.0,585.0,2945.0,386.0,1184.0,2.0,32.0,909.0,1467.0,227.0,435.0,17031020801,12.9,20.6,20.3,5.5,77.6,82.1,2.7,6.6,5.7,9.2,21.6,18.5,10.2,57.0,27.6,30.4,76.3,12.8,26.8,27.5,29.1,25.8,12.1,36.5,3.0,70.7,60.3,73.1,,,,,17031020801,"[(-87.69940299999999, 41.990443), (-87.69453399999999, 41.990471), (-87.692099, 41.990483999999995), (-87.689673, 41.990500000000004), (-87.689549, 41.986812), (-87.689448, 41.983168), (-87.69308699999999, 41.983152), (-87.69430299999999, 41.983146), (-87.699157, 41.983121), (-87.699238, 41.985544999999995), (-87.69927799999999, 41.986757), (-87.69940299999999, 41.990443)]"
